,word,attr,trans,marktimes,lasttime,have_learn
1083,detest,vt.,深恶，憎恶,0,0,0
1084,detrimental,adj.,有害的,0,0,0
1085,detriment,n.,伤害，危害,0,0,0
1086,devastate,vt.,毁坏,0,0,0
1087,devastation,n.,毁坏,0,0,0
1088,devastating,adj.,破坏性的,0,0,0
1089,device,n.,器械，装置,0,0,0
1090,devise,vt.,设计；发明,0,0,0
1091,devoid,adj.,全无的，缺乏的,0,0,0
1092,devote,vt.,投入于，献身；用于，作…之用,0,0,0
1093,devotion,n.,热爱，忠诚,0,0,0
1094,devour,vt.,贪婪地吃，吞食,0,0,0
1095,diagnose,vt.,诊断,0,0,0
1096,diagonal,n./adj.,对角线（的）,0,0,0
1097,diagonally,adv.,成对角线地，斜对地,0,0,0
1098,diagram,n.,图表,0,0,0
1099,dialect,n.,方言，土话,0,0,0
1100,dialogue,n.,对话,0,0,0
1101,diameter,n.,直径,0,0,0
1102,dictate,vt.,规定；决定，确定,0,0,0
1103,diction,n.,措辞，用语,0,0,0
1104,prediction,n.,预言，预报,0,0,0
1105,jurisdiction,n.,权限,0,0,0
1106,diet,n.,饮食，食物,0,0,0
1107,dietary,adj.,饮食的,0,0,0
1108,dieter,n.,节食者，减肥者,0,0,0
1109,dietitian,n.,营养学家,0,0,0
1110,dietetics,n.,营养学,0,0,0
1111,differentiate,v.,区分，区别,0,0,0
1112,undifferentiated,adj.,无差别的，无显著特征的,0,0,0
1113,diffuse,v.,扩散；散播,0,0,0
1114,digestion,n.,消化,0,0,0
1115,digest,vt.,消化,0,0,0
1116,digestive,adj.,消化的，助消化的,0,0,0
1117,indigestion,n.,消化不良,0,0,0
1118,dignity,n.,尊严，高贵,0,0,0
1119,digression,n.,离题，扯到枝节上,0,0,0
1120,dilate,vt.,使膨胀，使扩大,0,0,0
1121,dilemma,n.,困境，进退两难,0,0,0
1122,diligent,adj.,勤勉的，勤奋的,0,0,0
1123,diligently,adv.,勤勉地，尽职地，小心翼翼地,0,0,0
1124,dilute,vt.,稀释，淡化,0,0,0
1125,dilution,n.,稀释，淡化,0,0,0
1126,dim,adj.,暗淡的，模糊的,0,0,0
1127,dimly,adv.,朦胧地，模糊地,0,0,0
1128,dime,n.,（美）一角硬币,0,0,0
1129,dimension,n.,尺寸；尺度,0,0,0
1130,dimensional,adj.,空间的,0,0,0
1131,diminish,v.,（使）减少，（使）变小,0,0,0
1132,dinosaur,n.,恐龙,0,0,0
1133,dioxide,n.,二氧化物,0,0,0
1134,diplomacy,n.,外交，交际手腕,0,0,0
1135,diplomatic,adj.,外交的；老练的,0,0,0
1136,disadvantage,n.,缺点，坏处，不利,0,0,0
1137,disapproval,n.,不赞成,0,0,0
1138,disaster,n.,灾难，不幸；彻底的失败,0,0,0
1139,disastrous,adj.,损失惨重的；悲伤的,0,0,0
1140,discard,vt.,丢弃,0,0,0
1141,discern,vt.,看出；察觉到,0,0,0
1142,discernible,adj.,可识别的=discernable,0,0,0
1143,discerning,adj.,有识别能力的；眼光敏锐的,0,0,0
1144,discharge,vt.,释放；排出,0,0,0
1145,disciple,n.,门徒，弟子,0,0,0
1146,discipline,n.,纪律，训练,0,0,0
1147,subdiscipline,n.,（学科的）分支，分科,0,0,0
1148,disciplined,adj.,遵守纪律的,0,0,0
1149,discomfort,n.,不适,0,0,0
1150,discontented,adj.,不满意，不满足,0,0,0
1151,discontent,n.,不满,0,0,0
1152,discount,n.,折扣,0,0,0
1153,discourage,v.,使气馁；阻碍,0,0,0
1154,discouraging,adj.,令人气馁的,0,0,0
1155,discourse,n.,讲道，演讲,0,0,0
1156,discrete,adj.,独立的；不连续的，离散的,0,0,0
1157,discreet,adj.,小心的，谨慎的,0,0,0
1158,disgust,n.,厌恶，嫌恶,0,0,0
1159,disgusted,adj.,厌烦的；厌恶的,0,0,0
1160,disillusion,v.,使醒悟,0,0,0
1161,disintegrate,v.,（使）瓦解，（使）碎裂,0,0,0
1162,disinterested,adj.,"无个人利害关系的;无私的,公平的",0,0,0
1163,dismal,adj.,暗的，凄凉的；忧郁的，沮丧的,0,0,0
1164,dismay,vt.,使惊慌；使沮丧,0,0,0
1165,dismember,vt.,肢解，分割,0,0,0
1166,dismembered,adj.,肢解的,0,0,0
1167,dismiss,vt.,解散；摒除（思想、感情等）,0,0,0
1168,disorganize,vt.,扰乱，使混乱,0,0,0
1169,dispatch,vt.,（紧急）派遣；分配,0,0,0
1170,dispense,vt.,分配，分发,0,0,0
1171,disperse,vt.,分散，散开,0,0,0
1172,dispersal,n.,疏散，散开,0,0,0
1173,displace,vt.,移置，转移；取代，替代,0,0,0
1174,displacement,n.,移置，转移,0,0,0
1175,display,vt.,陈列；显示,0,0,0
1176,disposal,n.,垃圾倾倒；处置,0,0,0
1177,disposed,adj.,有…倾向的,0,0,0
1178,disposition,n.,性情；倾向,0,0,0
1179,disproportionate,adj.,不成比例的,0,0,0
1180,dispute,n.,争论，纠纷,0,0,0
1181,disregard,n./v.,不理会；漠视,0,0,0
1182,disrepute,n.,坏名声，不光彩,0,0,0
1183,disrupt,vt.,使混乱，使中断,0,0,0
1184,disseminate,vt.,传播，宣传,0,0,0
1185,dissenter,n.,不同意者，反对者,0,0,0
1186,dissenting,adj.,不同意的,0,0,0
1187,dissertation,n.,论文,0,0,0
1188,dissipate,vi.,消失；消散,0,0,0
1189,dissolve,vt.,使溶解,0,0,0
1190,distant,adj.,远离的，遥远的,0,0,0
1191,distance,n.,距离；远处,0,0,0
1192,distend,vt./vi.,（使）扩大，（使）扩张,0,0,0
1193,distent,adj.,膨胀的，扩张的,0,0,0
1194,distasteful,adj.,（令人）不愉快的，讨厌的,0,0,0
1195,distill,vt.,蒸馏，提取,0,0,0
1196,distinction,n.,差别，特性,0,0,0
1197,distinct,adj.,明确的，确实的；不同的,0,0,0
1198,distinctly,adv.,清楚地，显然,0,0,0
1199,distinctive,adj.,有特色的，出众的,0,0,0
1200,distinctively,adv.,特殊地，区别地,0,0,0
1201,distinguish,vt.,区别，辨认,0,0,0
1202,distinguished,adj.,卓著的,0,0,0
1203,distort,vt.,弄歪（形状等）；歪曲,0,0,0
1204,undistorted,adj.,未失真的,0,0,0
1205,distortion,n.,扭曲；歪曲,0,0,0
1206,distract,vt.,使…分心，分散注意力,0,0,0
1207,distress,n.,悲痛，不幸，穷困,0,0,0
1208,distribute,vt.,分配；分发，散布,0,0,0
1209,distribution,n.,分发，分配,0,0,0
1210,district,n.,区域，地区,0,0,0
1211,disturb,vt.,打扰，扰乱,0,0,0
1212,undisturbed,adj.,没受干扰的，安静的,0,0,0
1213,disturbance,n.,骚动，动乱,0,0,0
1214,dive,vi.,潜水；跳水,0,0,0
1215,diver,n.,潜水者，跳水运动员,0,0,0
1216,divergent,adj.,有分歧的，有差异的,0,0,0
1217,divergence,n.,分歧，岔开,0,0,0
1218,diverse,adj.,不同的；变化多的,0,0,0
1219,diversity,n.,差异，多样,0,0,0
1220,diversify,vt.,使多样化,0,0,0
1221,diversified,adj.,多样化的,0,0,0
1222,diversification,n.,多样化,0,0,0
1223,diversion,n.,消遣，娱乐,0,0,0
1224,divert,vt.,转移，（使）转向,0,0,0
1225,divide,vt.,划分，分开；分裂,0,0,0
1226,divorce,vt.,离婚,0,0,0
1227,dizzy,adj.,眩晕的,0,0,0
1228,dizzying,adj.,令人昏乱的；灿烂的,0,0,0
1229,dizziness,n.,头昏眼花，眩晕,0,0,0
1230,doctrine,n.,教义，教旨,0,0,0
1231,documentation,n.,文件,0,0,0
1232,document,vt.,证明；文件记录,0,0,0
1233,dogged,adj.,顽强的，顽固的,0,0,0
1234,dogma,n.,教条，教义,0,0,0
1235,doll,n.,洋娃娃，玩偶,0,0,0
1236,dolphin,n.,海豚,0,0,0
1237,domain,n.,领域，范围,0,0,0
1238,domestic,adj.,家里的；家养的,0,0,0
1239,domesticate,vt.,驯养，驯化,0,0,0
1240,domesticated,adj.,驯养的，家养的,0,0,0
1241,dominant,adj.,支配的，占优势的,0,0,0
1242,predominantly,adv.,占主导地位地,0,0,0
1243,dominate,vt.,统治，支配，控制,0,0,0
1244,predominate,vi.,占主导地位，占优势,0,0,0
1245,donate,vt.,捐赠,0,0,0
1246,donation,n.,捐赠，捐款,0,0,0
1247,donor,n.,捐助者,0,0,0
1248,dormant,adj.,静止的，休眠的,0,0,0
1249,dormitory,n.,宿舍,0,0,0
1250,dorsal,adj.,背部的，背脊的,0,0,0
1251,dot,vt.,星罗棋布于,0,0,0
1252,endotoxin,n.,内毒素,0,0,0
1253,endotherm,n.,温血动物，恒温动物,0,0,0
1254,doubt,n./vt.,怀疑,0,0,0
1255,doubtful,adj.,可疑的；疑心的,0,0,0
1256,downtown,adv./adj.,在市区（的），往市区（的）,0,0,0
1257,draft,n.,草图，草稿,0,0,0
1258,drag,vt.,拖动,0,0,0
1259,dragonfly,n.,蜻蜓,0,0,0
1260,drain,v.,（使）流走，（使）排光,0,0,0
1261,drainage,n.,排水，排出物,0,0,0
1262,drama,n.,戏剧,0,0,0
1263,dramatize,vt.,改编成戏剧，编写剧本,0,0,0
1264,melodrama,n.,情节剧,0,0,0
1265,dramatically,adv.,戏剧性地；引人注目地,0,0,0
1266,dramatic,adj.,戏剧性的；引人注目的,0,0,0
1267,drastic,adj.,猛烈的,0,0,0
1268,draw,vt.,吸引,0,0,0
1269,drawing,n.,图画，制图,0,0,0
1270,drawback,n.,弊端，缺点,0,0,0
1271,drawer,n.,抽屉,0,0,0
1272,dread,n.,畏惧，恐怖,0,0,0
1273,dreadful,adj.,可怕的,0,0,0
1274,dreadfully,adv.,可怕地,0,0,0
1275,dreary,adj.,沉闷的，阴郁的,0,0,0
1276,drift,vi.,漂流；漂泊,0,0,0
1277,driftwood,n.,浮木,0,0,0
1278,snowdrift,n.,雪堆,0,0,0
1279,drill,vt.,钻孔，打眼,0,0,0
1280,drought,n.,干旱,0,0,0
1281,drowsy,adj.,昏昏欲睡的,0,0,0
1282,drudgery,n.,苦工，苦差事,0,0,0
1283,ductile,adj.,易延展的；柔软的,0,0,0
1284,due,adj.,预定的；到期的,0,0,0
1285,overdue,adj.,迟到的，过期的,0,0,0
1286,dues,n.,应付款,0,0,0
1287,subdue,vt.,征服,0,0,0
1288,residue,n.,残滓，剩余,0,0,0
1289,dull,adj.,钝的；感觉或理解迟钝的,0,0,0
1290,dumb,adj.,哑的,0,0,0
1291,dumbbell-like,adj.,哑铃状的,0,0,0
1292,dump,vt.,倾泻，倾倒,0,0,0
1293,duplicate,vt.,复写，复制,0,0,0
1294,durable,adj.,持久的；耐用的,0,0,0
1295,duration,n.,持续时间,0,0,0
1296,dwarf,n.,侏儒,0,0,0
1297,dwell,vi.,居住，生活于,0,0,0
1298,dweller,n.,居住者，居民,0,0,0
1299,dwelling,n.,住处，寓所,0,0,0
1300,dye,n.,颜料，燃料,0,0,0
1301,dynamic,adj.,动力的；动态的,0,0,0
1302,dynamics,n.,动力学,0,0,0
1303,aerodynamics,n.,空气动力学,0,0,0
1304,thermodynamics,n.,热力学,0,0,0
1305,eager,adj.,渴望的；热心的,0,0,0
1306,earthquake,n.,地震,0,0,0
1307,eccentric,adj./n.,古怪的（人），异常的（人）,0,0,0
1308,eccentricity,n.,反常，怪癖,0,0,0
1309,eclecticism,n.,折衷主义,0,0,0
1310,eclipse,n.,日蚀，月蚀,0,0,0
1311,ecological,adj.,生态的；生态学的,0,0,0
1312,ecologist,n.,生态学者,0,0,0
1313,economical,adj.,经济的，节俭的,0,0,0
1314,economics,n.,经济学,0,0,0
1315,economize,vi.,节约，节省,0,0,0
1316,ecosystem,n.,生态系统,0,0,0
1317,edge,n.,边缘,0,0,0
1318,edentate,n.,贫齿类动物,0,0,0
1319,edible,adj.,可食用的,0,0,0
1320,edifice,n.,宏伟的建筑物,0,0,0
1321,educable,adj.,可教育的，可培养的,0,0,0
1322,educated,adj.,受过教育的，有教养的,0,0,0
1323,education,n.,教育，培养,0,0,0
1324,effective,adj.,有效的；生效的,0,0,0
1325,effectiveness,n.,效力,0,0,0
1326,efficient,adj.,生效的；能干的，有效率的,0,0,0
1327,efficiency,n.,效率，功效,0,0,0
1328,effluent,n.,流出物,0,0,0
1329,eject,vt.,喷出，喷射,0,0,0
1330,elaborate,adj.,精细的，精心的；详尽的,0,0,0
1331,elaborately,adv.,精细地，详尽地,0,0,0
1332,elasticity,n.,弹力，弹性,0,0,0
1333,inelastic,adj.,无弹性的,0,0,0
1334,election,n.,选举；当选,0,0,0
1335,selection,n.,选择；精选品,0,0,0
1336,electron,n.,电子,0,0,0
1337,elegant,adj.,雅致的,0,0,0
1338,element,n.,成分；要素,0,0,0
1339,elementary,adj.,基本的，初级的,0,0,0
1340,elevate,vt.,举起；抬高；使上升,0,0,0
1341,elevation,n.,高度，海拔,0,0,0
1342,elevator,n.,电梯，起重机；活动谷仓,0,0,0
1343,elicit,vt.,得出；引出,0,0,0
1344,eligible,adj.,合格的，有资格的,0,0,0
1345,eliminate,vt.,排除，剔除,0,0,0
1346,elimination,n.,排除，除去,0,0,0
1347,elite,n.,精英,0,0,0
1348,elixir,n.,长生不老药，万能药,0,0,0
1349,elliptical,adj.,椭圆的,0,0,0
1350,elongate,vt.,延长，伸长,0,0,0
1351,eloquent,adj.,善于表达的，有口才的；雄辩的,0,0,0
1352,elusive,adj.,难懂的，难捉摸的,0,0,0
1353,emancipate,vt.,解放，释放,0,0,0
1354,emancipation,n.,释放，解放,0,0,0
1355,embarrass,vt.,使尴尬，使困窘,0,0,0
1356,embed,vt.,插入；镶嵌,0,0,0
1357,embellish,vt.,装饰，修饰,0,0,0
1358,embellishment,n.,装饰，修饰,0,0,0
1359,emblem,n.,象征，标志；徽章,0,0,0
1360,embody,vt.,使具体化；包含，收录,0,0,0
1361,emboss,v.,加浮雕花纹于，使凸出,0,0,0
1362,embrace,vt.,包含,0,0,0
1363,embroidery,n.,刺绣,0,0,0
1364,embryo,n.,胚胎；事物的萌芽期,0,0,0
1365,embryological,adj.,胚胎学的,0,0,0
1366,embryonic,adj.,胚胎的，萌芽期的,0,0,0
1367,emerge,vi.,出现，浮现,0,0,0
1368,emerging,adj.,正在不断出现的,0,0,0
1369,emergence,n.,出现，形成,0,0,0
1370,emigrant,n.,移民（出国）,0,0,0
1371,eminent,adj.,著名的，显著的,0,0,0
1372,eminence,n.,显赫的声望,0,0,0
1373,preeminent,adj.,卓越的,0,0,0
1374,emission,n.,散发；发射,0,0,0
1375,emit,vt.,发出，放射,-1,2020-08-14,0
1376,emotional,adj.,情绪的，情感的,0,0,0
1377,emotion,n.,情绪，强烈的情感,0,0,0
1378,employ,vt.,用，使用,0,0,0
1379,employee,n.,雇员,0,0,0
1380,employer,n.,雇主，老板,0,0,0
1381,empty,adj.,空的；空洞的，空虚的,0,0,0
1382,enactment,n.,设定，制定,0,0,0
1383,encase,vt.,装入，包住，围,0,0,0
1384,enclose,vt.,装入，放入封套；围绕,0,0,0
1385,enclosure,n.,围绕；围墙,0,0,0
1386,encompass,vt.,包括，包含,0,0,0
1387,encounter,vt.,遭遇，遇到,0,0,0
1388,encourage,vt.,鼓励，支持,0,0,0
1389,encroach,vi.,侵占，蚕食,0,0,0
1390,encyclopedia,n.,百科全书,0,0,0
1391,endanger,vt.,危及；危害,0,0,0
1392,endangered,adj.,有灭绝危险的，将要绝种的,0,0,0
1393,endeavor,vi.,尝试，努力,0,0,0
1394,endless,adj.,无止境的,0,0,0
1395,endlessly,adv.,不断地，无穷尽地,0,0,0
1396,endow,vt.,捐赠,0,0,0
1397,endowment,n.,禀赋；捐款,0,0,0
1398,endure,vt.,承受，忍受,0,0,0
1399,enduring,adj.,持久的，不朽的,0,0,0
1400,endurance,n.,忍耐（力），持久（力）,0,0,0
1401,energetic,adj.,精力充沛的；积极的,0,0,0
1402,engaging,adj.,动人的，迷人的,0,0,0
1403,engrave,vt.,雕刻，铭刻,0,0,0
1404,enhance,vt.,提高，增加,0,0,0
1405,enlightenment,n.,启迪，教化,0,0,0
1406,enormous,adj.,极大的，庞大的,0,0,0
1407,enrage,vt.,激怒,0,0,0
1408,enrich,vt.,加料于(食物)；使富足，使肥沃,0,0,0
1409,ensemble,n.,全体，整体,0,0,0
1410,entanglement,n.,纠缠，缠绕物,0,0,0
1411,enterprise,n.,事业，企业,0,0,0
1412,enterprising,adj.,"有进取心的,有事业心的,有魄力的",0,0,0
1413,entertain,vt.,娱乐；款待,0,0,0
1414,entertainment,n.,娱乐；款待,0,0,0
1415,entertainer,n.,演艺人员,0,0,0
1416,enthusiasm,n.,热心，热情,0,0,0
1417,enthusiastically,adv.,热心地；满腔热情地,0,0,0
1418,entitle,v.,取名叫，叫做,0,0,0
1419,entitled,adj.,有资格的,0,0,0
1420,entity,n.,存在物，实体,0,0,0
1421,entrenched,adj.,确立的，不容易改的(风俗习惯),0,0,0
1422,entrepreneur,n.,企业家，创业人,0,0,0
1423,entry,n.,进口；入口,0,0,0
1424,envelop,v.,把…包住，裹住,0,0,0
1425,envision,vt.,想象，预想,0,0,0
1426,enzyme,n.,酶,0,0,0
1427,ephemeral,adj.,短暂的，转瞬即逝的,0,0,0
1428,epic,n.,史诗，叙事诗,0,0,0
1429,epidemic,n.,传染病，流行病,0,0,0
1430,epidermis,n.,表皮,0,0,0
1431,episode,n.,一段情节；（音乐）插曲,0,0,0
1432,epoch,n.,新纪元，时代,0,0,0
1433,equal,adj.,相等的，同样的,0,0,0
1434,equality,n.,同等，平等,0,0,0
1435,equilibrium,n.,平衡，均衡,0,0,0
1436,equipment,n.,设备,0,0,0
1437,equitable,adj.,公平的，公正的,0,0,0
1438,equivalent,n.,等同品,0,0,0
1439,eradicate,vt.,根除，杜绝,0,0,0
1440,erect,vt.,使树立；建立，创立,0,0,0
1441,erode,v.,腐蚀，侵蚀,0,0,0
1442,erosion,n.,腐蚀，侵蚀,0,0,0
1443,erratic,adj.,古怪的，反复无常的,0,0,0
1444,erratically,adv.,不规则地,0,0,0
1445,error,vt.,做错，出差错,0,0,0
1446,eruption,n.,爆发，喷发,0,0,0
1447,erupt,vi.,喷出，爆发,0,0,0
1448,escalator,n.,电动扶梯,0,0,0
1449,escape,v.,逃脱，逃走；避开，避免,0,0,0
1450,escapist,adj./n.,逃避现实的（人）,0,0,0
1451,essential,adj.,绝对必要的；本质的，根本的,-1,2020-08-13,0
1452,estate,n.,财产；不动产,0,0,0
1453,estimate,vt.,估计,0,0,0
1454,underestimate,vt.,低估，看轻,0,0,0
1455,overestimate,vt.,评价过高,0,0,0
1456,eternal,adj.,永恒的；永远的,0,0,0
1457,ethics,n.,伦理学；道德规范,0,0,0
1458,ethically,adv.,在伦理上，道德上,0,0,0
1459,ethnic,adj.,种族的,0,0,0
1460,etiquette,n.,礼仪，礼节,0,0,0
1461,evaluate,vt.,评价，估价,0,0,0
1462,evaporate,v.,（使）蒸发；消失,0,0,0
1463,evaporation,n.,蒸发；消失,0,0,0
1464,eventful,adj.,"多事的,充满大事的;意义重大的",0,0,0
1465,eventual,adj.,最终的,0,0,0
1466,eventually,adv.,终于,0,0,0
1467,evergreen,adj.,常绿的,0,0,0
1468,evidence,n.,证据,0,0,0
1469,evident,adj.,明显的,0,0,0
1470,eviscerate,vt.,取出内脏；除去主要部分,0,0,0
1471,evoke,vt.,引起，激起，唤起,0,0,0
1472,evolution,n.,发展，演变,0,0,0
1473,evolve,v.,进化，发展,0,0,0
1474,evolutionary,adj.,发展的，进化的,0,0,0
1475,exact,adj.,精确的，准确地,0,0,0
1476,exacting,adj.,苛求的，要求严格的,0,0,0
1477,exaggerate,v.,夸大，夸张,0,0,0
1478,exaggeration,n.,夸张,0,0,0
1479,exalted,adj.,崇高的，高贵的,0,0,0
1480,excavate,vt.,挖掘，挖出,0,0,0
1481,excavation,n.,挖掘,0,0,0
1482,exceed,vt.,超越，胜过,0,0,0
1483,excel,vi.,胜过，杰出,0,0,0
1484,excellent,adj.,优良的，杰出的,0,0,0
1485,exception,n.,例外,0,0,0
1486,exceptional,adj.,异常的，杰出的,0,0,0
1487,exceptionally,adv.,特殊地；异常地,0,0,0
1488,excess,adj.,过度的，额外的,0,0,0
1489,excessive,adj.,过度的，过分的，过多的,0,0,0
1490,exchange,n./vt.,兑换，交换,0,0,0
1491,excitement,n.,激动，兴奋；刺激,0,0,0
1492,excite,vt.,刺激，使兴奋,0,0,0
1493,exciting,adj.,令人兴奋的，刺激的,0,0,0
1494,exclaim,vt.,呼喊；惊叫,0,0,0
1495,exclude,vt.,把…排除在外，排斥,0,0,0
1496,exclusion,n.,排除，逐出,0,0,0
1497,exclusive,adj.,单独的，唯一的；排外的,0,0,0
1498,excursion,n.,远足，游览,0,0,0
1499,excuse,vt.,原谅,0,0,0
1500,execute,vt.,完成，实施，执行,0,0,0
1501,execution,n.,实施，执行；完成,0,0,0
1502,executive,adj.,行政的,0,0,0
1503,exemplary,adj.,模范的，典范的，可仿效的,0,0,0
1504,exemplify,vt.,例证；作为…的例子,0,0,0
1505,exempt,vt.,使免除，豁免,0,0,0
1506,exemption,n.,解除，免除,0,0,0
1507,exert,vt.,运用，行使，施加,0,0,0
1508,exertion,n.,尽力，努力,0,0,0
1509,exhale,vt.,呼出，呼气,0,0,0
1510,exhaust,n.,排气，排气装置,0,0,0
1511,exhausted,adj.,精疲力尽的,0,0,0
1512,exhibit,vt.,展现；展览,0,0,0
1513,exhibition,n.,展览会；展览品,0,2020-08-14,1
1514,exhilarating,adj.,爽快的，使人愉快的,0,0,0
1515,exhilarate,vt.,使人兴奋,0,0,0
1516,exit,n.,出口,0,0,0
1517,exorbitant,adj.,（价格、索价）过高的，过分的,0,0,0
1518,exotic,adj.,异国的，外来的；奇异的,0,0,0
1519,expand,v.,扩大，膨胀；扩张,0,0,0
1520,expanding,adj.,扩大的，增加的,0,0,0
1521,expansion,n.,扩张，发展,0,0,0
1522,expanse,n.,广阔的区域,0,0,0
1523,expedition,n.,远征；探险队,0,0,0
1524,expel,v.,驱逐，开除；排出,0,0,0
1525,expertise,n.,专门技术，技能,0,0,0
1526,expire,vi.,期满，到期,0,0,0
1527,explicit,adj.,明确的，清楚的,0,0,0
1528,implicit,adj.,暗示的，含蓄的,0,0,0
1529,explode,vi.,爆炸；爆发,0,0,0
1530,exploit,vt.,开拓；开采，开发,0,0,0
1531,exploitation,n.,开发，开采,0,0,0
1532,explore,vt.,探险，勘探,0,0,0
1533,explorer,n.,探险家，探测者,0,0,0
1534,exploration,n.,勘察；探究,0,0,0
1535,explosive,adj.,爆炸的；易爆发的,0,0,0
1536,exponential,adj.,指数的，幂数的,0,0,0
1537,exposition,n.,博览会，展览会,0,0,0
1538,exposure,n.,暴露；曝光,0,0,0
1539,expressive,adj.,"有表现力的,富有表情的,生动的",0,0,0
1540,expressly,adv.,特意地，专门,0,0,0
1541,extension,n.,延长，扩充,0,0,0
1542,extend,v.,延长；扩大,0,0,0
1543,extended,adj.,延长的，扩大的,0,0,0
1544,extensive,adj.,广的；多方面的，广泛的,0,0,0
1545,exterior,n.,外部，外表,0,0,0
1546,exterminate,vt.,根除，灭绝,0,0,0
1547,external,adj.,外部的；表面的,0,0,0
1548,extinct,adj.,灭绝的；不再活跃的，熄灭的,0,0,0
1549,extinction,n.,消失，灭绝,0,0,0
1550,extol,vt.,赞美,0,0,0
1551,extract,vt.,拔出；榨取,0,0,0
1552,extraordinary,adj.,特别的，非凡的,0,0,0
1553,extremity,n.,末端；极端，极度,0,0,0
1554,exuberant,adj.,充满活力的,0,0,0
1555,eyewitness,n.,目击者,0,0,0
1556,fable,n.,寓言，神话,0,0,0
1557,fabric,n.,织物，布,0,0,0
1558,facade,n.,正面；表面,0,0,0
1559,facet,n.,面；（问题等的）方面,0,0,0
1560,multifaceted,adj.,多层面的,0,0,0
1561,face,vt.,面对,0,0,0
1562,facilitate,vt.,使容易；有助于，促进,0,0,0
1563,facilitation,n.,促进，帮助,0,0,0
1564,facility,n.,设施，设备,0,0,0
1565,facsimile,n.,复制品，传真,0,0,0
1566,faction,n.,派别，宗派，小集团,0,0,0
1567,satisfaction,n.,满意，满足,0,0,0
1568,factor,n.,因素；变量,0,0,0
1569,factual,adj.,事实的，实际的,0,0,0
1570,faculty,n.,教职工的总称,0,0,0
1571,fade,vi.,逐渐消失,0,0,0
1572,faint,adj.,微弱的；模糊的；无力的,0,0,0
1573,fairly,adv.,公平地；相当地,0,0,0
1574,faithful,n.,信徒,0,0,0
1575,faithfulness,n.,忠诚，诚实,0,0,0
1576,fake,n.,赝品，假货,0,0,0
1577,falcon,n.,猎鹰,0,0,0
1578,falconer,n.,养猎鹰者，放鹰狩猎人,0,0,0
1579,famine,n.,饥荒，饥饿,0,0,0
1580,fanatical,adj.,狂热的；入迷的,0,0,0
1581,fanatic,adj.,狂热的；盲信的,0,0,0
1582,fanaticism,n.,狂热，盲信,0,0,0
1583,fancy,adj.,新奇的，精美的,0,0,0
1584,fanciful,adj.,爱空想的,0,0,0
1585,infancy,n.,幼年,0,0,0
1586,fantastic,adj.,（非正式）极…的；奇异的,0,0,0
1587,fantasy,n.,幻想；白日梦,0,0,0
1588,far-reaching,adj.,影响深远的,0,0,0
1589,farce,n.,闹剧，滑稽剧,0,0,0
1590,fascinate,vt.,使着迷，使神魂颠倒,0,0,0
1591,fascinating,adj.,迷人的，醉人的,0,0,0
1592,fascination,n.,入迷，迷恋；魅力,0,0,0
1593,fashionable,adj.,流行的，时髦的，上流社会的,0,0,0
1594,fashion,n.,流行，风尚，流行式样,0,0,0
1595,fasten,vt.,使固定，系,0,0,0
1596,fatal,adj.,致命的,0,0,0
1597,fateful,adj.,重大的，决定性的,0,0,0
1598,fatigue,n.,疲乏，劳累,0,0,0
1599,faucet,n.,水龙头,0,0,0
1600,fault,n.,（地质学）断层,0,0,0
1601,fauna,n.,动物群，动物区系,0,0,0
1602,flora,n.,植物群,0,0,0
1603,floral,adj.,花的，植物的,0,0,0
1604,favorable,adj.,有利的；有助的；赢得赞扬的,0,0,0
1605,favored,adj.,首选的；受到优待的；受优惠的,0,0,0
1606,unfavorable,adj.,不宜的；相反的,0,0,0
1607,feasible,adj.,切实可行的,0,0,0
1608,feat,n.,功绩，壮举,0,0,0
1609,feeble,adj.,微弱的；衰弱的,0,0,0
1610,feed,v.,喂养，饲养；吃草，靠…为生,0,0,0
1611,feeder,n.,进料器,0,0,0
1612,feminism,n.,女权运动,0,0,0
1613,feminist,n.,女权主义者,0,0,0
1614,fencing,n.,围墙，栅栏；击剑，剑术,0,0,0
1615,fender,n.,防卫物；挡泥板,0,0,0
1616,ferment,vt.,使发酵,0,0,0
1617,fermentation,n.,发酵,0,0,0
1618,ferry,n.,渡口；渡船,0,0,0
1619,fertile,adj.,肥沃的，富饶的；能繁殖的,0,0,0
1620,infertile,adj.,不肥沃的，贫瘠的，不结果实的,0,0,0
1621,fertilize,vt.,施肥，使丰饶；使受精,0,0,0
1622,fertilizer,n.,肥料,0,0,0
1623,fervor,n.,热情，热烈,0,0,0
1624,festive,adj.,欢宴的，节日的,0,0,0
1625,festival,n.,节日,0,0,0
1626,feud,n.,世仇,0,0,0
1627,feudal,adj.,封建制度的,0,0,0
1628,feverish,adj.,发烧的,0,0,0
1629,fiber,n.,纤维，光纤,0,0,0
1630,fiction,n.,小说，（虚构）故事,0,0,0
1631,nonfiction,n.,非小说的散文文学,0,0,0
1632,fictional,adj.,虚构的,0,0,0
1633,fidelity,n.,忠实，忠诚,0,0,0
1634,fierce,adj.,凶猛的,0,0,0
1635,file,n.,档案,0,0,0
1636,profile,n.,外形，轮廓,0,0,0
1637,filter,vt.,过滤,0,0,0
1638,finance,n.,财政，拨款,0,0,0
1639,financial,adj.,财政的,0,0,0
1640,financing,n.,筹措资金,0,0,0
1641,finch,n.,雀类,0,0,0
